ST Rotation Vector|0.04647181|0.37546203|0.9071471|4.2E-45|-1.0|1395861613173
ST Rotation Vector|0.04663818|0.37520477|0.90771365|4.2E-45|-1.0|1395861613178
ST Rotation Vector|0.0485599|0.37440482|0.9083033|4.2E-45|-1.0|1395861613182
ST Rotation Vector|0.050223738|0.37390298|0.9084418|4.2E-45|-1.0|1395861613199
ST Rotation Vector|0.05205317|0.37349564|0.9083666|4.2E-45|-1.0|1395861613201
ST Rotation Vector|0.054121055|0.37226135|0.9084471|4.2E-45|-1.0|1395861613218
ST Rotation Vector|0.056090772|0.37036234|0.9084472|4.2E-45|-1.0|1395861613239
ST Rotation Vector|0.05661807|0.3690311|0.90804875|4.2E-45|-1.0|1395861613259
ST Rotation Vector|0.056758754|0.3684276|0.9073119|4.2E-45|-1.0|1395861613279
ST Rotation Vector|0.057638027|0.36836073|0.906653|4.2E-45|-1.0|1395861613299
ST Rotation Vector|0.05632671|0.36792228|0.9058696|4.2E-45|-1.0|1395861613319
ST Rotation Vector|0.054617967|0.36826465|0.90481037|4.2E-45|-1.0|1395861613340
ST Rotation Vector|0.052867904|0.36903128|0.90359753|4.2E-45|-1.0|1395861613360
ST Rotation Vector|0.049249705|0.37154555|0.9010727|4.2E-45|-1.0|1395861613379
ST Rotation Vector|0.047874264|0.37240526|0.89932495|4.2E-45|-1.0|1395861613400
ST Rotation Vector|0.048878957|0.3704746|0.8973772|4.2E-45|-1.0|1395861613419
ST Rotation Vector|0.050719656|0.36648437|0.89535093|4.2E-45|-1.0|1395861613440
ST Rotation Vector|0.051424675|0.36512017|0.8921531|4.2E-45|-1.0|1395861613460
ST Rotation Vector|0.051500935|0.3686234|0.8881422|4.2E-45|-1.0|1395861613479
ST Rotation Vector|0.048901033|0.37358883|0.88473773|4.2E-45|-1.0|1395861613499
ST Rotation Vector|0.044102415|0.38116902|0.8797658|4.2E-45|-1.0|1395861613522
ST Rotation Vector|0.036459506|0.39276832|0.87355804|4.2E-45|-1.0|1395861613541
ST Rotation Vector|0.026188202|0.41025525|0.8644716|4.2E-45|-1.0|1395861613561
ST Rotation Vector|0.012751841|0.43392286|0.85063213|4.2E-45|-1.0|1395861613579
ST Rotation Vector|-6.0128285E-5|0.45468834|0.83664876|4.2E-45|-1.0|1395861613598
ST Rotation Vector|-0.019355318|0.48261827|0.8141416|4.2E-45|-1.0|1395861613618
ST Rotation Vector|-0.039551962|0.50860876|0.7874985|4.2E-45|-1.0|1395861613638
ST Rotation Vector|-0.059335016|0.52871907|0.75688845|4.2E-45|-1.0|1395861613658
ST Rotation Vector|-0.07905743|0.5374696|0.723172|4.2E-45|-1.0|1395861613678
ST Rotation Vector|-0.09343217|0.53722996|0.6959337|4.2E-45|-1.0|1395861613697
ST Rotation Vector|-0.115007855|0.5492647|0.6618358|4.2E-45|-1.0|1395861613717
ST Rotation Vector|-0.13775176|0.5539028|0.62848866|4.2E-45|-1.0|1395861613738
ST Rotation Vector|-0.1639738|0.5537399|0.6003047|4.2E-45|-1.0|1395861613757
ST Rotation Vector|-0.19140545|0.5460311|0.57441205|4.2E-45|-1.0|1395861613779
ST Rotation Vector|-0.20644227|0.5333304|0.55723333|4.2E-45|-1.0|1395861613798
ST Rotation Vector|-0.21717277|0.5203539|0.54048467|4.2E-45|-1.0|1395861613818
ST Rotation Vector|-0.22299322|0.51246434|0.52702785|4.2E-45|-1.0|1395861613838
ST Rotation Vector|-0.22681785|0.5064854|0.51564634|4.2E-45|-1.0|1395861613858
